1.0 1.0 2.0
1.0 5.0 4.0
1.0 8.0 3.0
3.0 10.0 3.5
3.0 16.0 4.0
3.0 26.0 1.0
3.0 30.0 4.0
3.0 36.0 2.0
3.0 48.0 4.0
3.0 53.0 4.0
3.0 57.0 0.5
3.0 58.0 4.0
3.0 64.0 4.0
3.0 79.0 2.0
3.0 80.0 2.5
3.0 83.0 2.5
3.0 85.0 3.0
3.0 93.0 1.0
3.0 94.0 4.0
3.0 95.0 3.0
3.0 98.0 2.5
3.0 108.0 0.5
3.0 111.0 4.0
3.0 113.0 1.0
3.0 116.0 1.0
3.0 117.0 4.0
3.0 119.0 2.0
3.0 120.0 2.5
3.0 124.0 3.5
3.0 126.0 4.0
3.0 135.0 3.5
3.0 155.0 4.0
3.0 160.0 3.0
3.0 185.0 2.5
3.0 195.0 1.5
3.0 196.0 1.5
3.0 198.0 4.0
3.0 200.0 1.0
3.0 203.0 3.0
3.0 204.0 3.0
6.0 17.0 3.5
6.0 211.0 3.0
7.0 1.0 1.0
7.0 213.0 1.5
7.0 216.0 4.0
10.0 13.0 4.0
11.0 206.0 3.5
12.0 12.0 4.0
12.0 84.0 1.5
13.0 11.0 4.0
13.0 206.0 4.0
13.0 207.0 2.5
13.0 225.0 0.5
14.0 13.0 4.0
14.0 236.0 4.0
16.0 1.0 3.0
16.0 2.0 4.0
19.0 2.0 4.0
21.0 2.0 4.0
21.0 3.0 3.0
21.0 4.0 4.0
21.0 12.0 4.0
21.0 216.0 3.0
21.0 217.0 3.0
21.0 234.0 3.0
21.0 245.0 4.0
21.0 249.0 3.0
21.0 254.0 3.0
22.0 219.0 3.0
23.0 9.0 3.0
23.0 219.0 2.0
25.0 3.0 4.0
25.0 6.0 3.5
25.0 9.0 2.0
25.0 12.0 1.5
25.0 205.0 2.5
25.0 211.0 4.0
25.0 212.0 2.0
25.0 215.0 4.0
25.0 234.0 2.5
25.0 252.0 2.5
27.0 2.0 1.0
27.0 11.0 4.0
27.0 205.0 3.5
27.0 219.0 1.0
28.0 2.0 3.0
28.0 9.0 3.5
28.0 10.0 1.5
28.0 121.0 3.0
28.0 205.0 3.5
28.0 206.0 3.5
28.0 213.0 2.5
28.0 235.0 3.0
28.0 239.0 3.0
28.0 252.0 3.5
28.0 253.0 3.0
29.0 268.0 3.0
29.0 270.0 3.5
29.0 279.0 3.0
29.0 294.0 3.5
29.0 296.0 0.5
29.0 299.0 4.0
29.0 301.0 2.5
29.0 302.0 3.5
29.0 306.0 4.0
29.0 307.0 4.0
30.0 1.0 4.0
30.0 7.0 0.5
30.0 121.0 4.0
30.0 214.0 1.0
30.0 233.0 0.5
30.0 234.0 0.5
30.0 245.0 1.0
30.0 246.0 0.5
30.0 255.0 0.5
31.0 2.0 2.5
32.0 206.0 3.0
33.0 2.0 3.5
33.0 12.0 2.5
33.0 207.0 3.0
34.0 2.0 2.0
34.0 4.0 2.0
34.0 17.0 4.0
34.0 234.0 4.0
35.0 9.0 2.5
35.0 219.0 2.5
36.0 2.0 4.0
36.0 4.0 4.0
36.0 211.0 4.0
36.0 216.0 3.0
36.0 250.0 3.5
36.0 255.0 4.0
37.0 6.0 3.5
37.0 7.0 3.5
37.0 8.0 4.0
37.0 13.0 3.5
37.0 210.0 4.0
37.0 213.0 4.0
37.0 219.0 3.5
37.0 220.0 3.0
37.0 253.0 4.0
38.0 3.0 2.5
38.0 5.0 1.5
38.0 9.0 3.5
38.0 10.0 1.5
38.0 12.0 2.0
38.0 211.0 3.5
38.0 233.0 1.0
38.0 235.0 2.0
38.0 245.0 1.0
38.0 248.0 1.0
38.0 255.0 1.0
39.0 8.0 4.0
39.0 236.0 4.0
39.0 254.0 3.0
39.0 257.0 3.0
42.0 278.0 0.5
43.0 213.0 1.5
44.0 13.0 2.5
45.0 251.0 4.0
46.0 2.0 4.0
46.0 11.0 3.0
46.0 207.0 3.5
46.0 213.0 4.0
47.0 313.0 4.0
48.0 4.0 3.5
50.0 2.0 3.0
50.0 12.0 3.0
50.0 121.0 4.0
50.0 206.0 4.0
50.0 213.0 3.0
50.0 236.0 4.0
50.0 245.0 3.5
50.0 257.0 3.5
51.0 235.0 3.5
51.0 321.0 2.5
51.0 330.0 0.5
51.0 333.0 0.5
52.0 11.0 4.0
52.0 13.0 3.0
53.0 1.0 2.5
53.0 4.0 2.5
53.0 10.0 4.0
53.0 215.0 3.5
53.0 217.0 3.5
53.0 239.0 3.5
53.0 247.0 3.5
53.0 250.0 4.0
53.0 254.0 4.0
53.0 255.0 2.5
53.0 257.0 3.5
55.0 3.0 3.0
55.0 6.0 3.5
55.0 10.0 3.0
55.0 17.0 2.5
55.0 235.0 3.0
56.0 1.0 3.0
56.0 2.0 1.0
56.0 4.0 3.5
56.0 8.0 3.5
56.0 84.0 4.0
56.0 219.0 4.0
56.0 250.0 1.0
58.0 212.0 1.0
60.0 341.0 4.0
61.0 5.0 2.0
61.0 207.0 1.0
61.0 211.0 2.0
63.0 218.0 3.5
63.0 278.0 3.5
63.0 342.0 3.5
63.0 345.0 3.5
64.0 2.0 4.0
64.0 7.0 4.0
64.0 8.0 3.5
64.0 121.0 3.0
64.0 215.0 3.5
64.0 216.0 4.0
64.0 220.0 3.0
64.0 249.0 2.5
64.0 254.0 3.0
64.0 255.0 3.5
64.0 256.0 3.0
65.0 2.0 3.0
65.0 216.0 3.0
66.0 2.0 3.0
67.0 12.0 3.5
67.0 216.0 3.5
67.0 219.0 3.0
67.0 235.0 2.5
68.0 1.0 4.0
68.0 6.0 4.0
68.0 9.0 4.0
68.0 10.0 4.0
68.0 121.0 4.0
68.0 207.0 4.0
68.0 215.0 4.0
68.0 216.0 4.0
68.0 234.0 4.0
68.0 255.0 4.0
69.0 1.0 2.5
69.0 205.0 4.0
69.0 235.0 3.0
69.0 236.0 2.5
70.0 2.0 3.5
70.0 4.0 4.0
70.0 236.0 3.5
71.0 1.0 3.5
71.0 6.0 3.5
72.0 7.0 4.0
72.0 17.0 4.0
72.0 206.0 4.0
72.0 215.0 3.0
72.0 220.0 3.0
72.0 235.0 3.0
72.0 236.0 2.5
72.0 241.0 4.0
72.0 255.0 4.0
72.0 256.0 4.0
72.0 257.0 0.5
73.0 2.0 3.5
73.0 5.0 4.0
73.0 206.0 3.5
73.0 217.0 3.5
73.0 219.0 3.5
73.0 220.0 3.0
73.0 234.0 3.5
73.0 236.0 3.0
73.0 243.0 0.5
73.0 249.0 2.5
74.0 261.0 3.0
75.0 216.0 2.5
76.0 13.0 4.0
77.0 11.0 2.5
78.0 177.0 4.0
78.0 354.0 0.5
78.0 360.0 4.0
78.0 369.0 3.0
78.0 371.0 2.5
78.0 374.0 2.5
78.0 382.0 0.5
79.0 13.0 4.0
79.0 215.0 1.0
79.0 218.0 1.5
79.0 244.0 3.5
79.0 273.0 2.0
79.0 318.0 0.5
79.0 335.0 3.5
79.0 344.0 4.0
79.0 352.0 3.0
79.0 415.0 4.0
79.0 417.0 4.0
79.0 419.0 2.0
79.0 426.0 2.0
79.0 427.0 2.5
79.0 431.0 1.5
79.0 432.0 1.0
79.0 435.0 2.5
79.0 436.0 3.0
79.0 446.0 4.0
79.0 450.0 1.5
79.0 452.0 3.5
79.0 458.0 3.5
79.0 463.0 1.0
79.0 464.0 4.0
79.0 470.0 1.5
79.0 471.0 2.5
79.0 486.0 1.5
79.0 487.0 4.0
79.0 491.0 1.0
79.0 496.0 1.0
79.0 497.0 3.0
79.0 503.0 3.0
79.0 508.0 4.0
79.0 514.0 3.5
80.0 2.0 4.0
80.0 522.0 3.5
