1.0 2.0 4.0
1.0 11.0 4.0
3.0 14.0 0.5
3.0 19.0 4.0
3.0 25.0 1.5
3.0 27.0 4.0
3.0 29.0 3.0
3.0 34.0 3.0
3.0 39.0 4.0
3.0 42.0 0.5
3.0 45.0 2.5
3.0 49.0 3.0
3.0 50.0 4.0
3.0 60.0 4.0
3.0 65.0 0.5
3.0 67.0 4.0
3.0 72.0 2.5
3.0 73.0 0.5
3.0 75.0 3.5
3.0 84.0 3.5
3.0 92.0 2.5
3.0 97.0 4.0
3.0 109.0 3.0
3.0 118.0 4.0
3.0 131.0 2.5
3.0 132.0 4.0
3.0 134.0 2.5
3.0 137.0 1.0
3.0 142.0 4.0
3.0 145.0 4.0
3.0 150.0 2.0
3.0 151.0 4.0
3.0 163.0 3.0
3.0 170.0 2.0
3.0 177.0 2.5
3.0 181.0 4.0
3.0 186.0 3.0
3.0 187.0 2.5
3.0 189.0 4.0
3.0 193.0 4.0
3.0 201.0 3.0
4.0 206.0 3.0
5.0 208.0 3.0
6.0 2.0 4.0
7.0 3.0 0.5
12.0 2.0 3.5
12.0 211.0 2.5
13.0 226.0 2.5
13.0 228.0 4.0
13.0 231.0 0.5
14.0 7.0 3.5
16.0 213.0 4.0
16.0 236.0 2.0
17.0 215.0 4.0
19.0 239.0 3.5
19.0 240.0 2.5
21.0 1.0 2.5
21.0 7.0 2.0
21.0 205.0 4.0
21.0 206.0 3.0
21.0 210.0 2.5
21.0 214.0 4.0
21.0 219.0 4.0
21.0 220.0 4.0
21.0 248.0 4.0
21.0 255.0 4.0
22.0 2.0 4.0
22.0 17.0 4.0
22.0 257.0 3.0
23.0 8.0 3.5
24.0 258.0 4.0
25.0 1.0 3.5
25.0 4.0 2.5
25.0 8.0 3.0
25.0 10.0 2.0
25.0 13.0 4.0
25.0 235.0 1.5
25.0 241.0 1.0
25.0 243.0 3.5
25.0 245.0 3.5
25.0 253.0 3.0
26.0 214.0 0.5
26.0 215.0 3.5
27.0 1.0 1.0
27.0 3.0 1.0
27.0 215.0 0.5
27.0 252.0 1.5
27.0 255.0 1.5
28.0 6.0 2.0
28.0 207.0 2.5
28.0 210.0 2.5
28.0 212.0 3.0
28.0 234.0 3.0
28.0 236.0 4.0
28.0 243.0 3.5
28.0 244.0 2.0
28.0 245.0 2.5
28.0 256.0 2.5
29.0 264.0 3.0
29.0 265.0 3.0
29.0 274.0 3.0
29.0 276.0 3.0
29.0 277.0 0.5
29.0 285.0 3.5
29.0 297.0 3.5
29.0 298.0 3.5
29.0 303.0 3.5
30.0 2.0 0.5
30.0 5.0 0.5
30.0 11.0 4.0
30.0 205.0 4.0
30.0 219.0 4.0
30.0 220.0 0.5
30.0 236.0 2.5
30.0 247.0 0.5
30.0 253.0 1.5
30.0 254.0 3.5
30.0 257.0 4.0
31.0 215.0 3.5
32.0 13.0 4.0
33.0 4.0 4.0
33.0 235.0 2.0
33.0 236.0 3.5
34.0 3.0 3.0
34.0 219.0 4.0
34.0 236.0 4.0
35.0 310.0 4.0
36.0 8.0 4.0
36.0 10.0 4.0
36.0 13.0 4.0
36.0 206.0 4.0
36.0 210.0 4.0
36.0 234.0 3.0
37.0 1.0 4.0
37.0 3.0 4.0
37.0 12.0 3.5
37.0 217.0 3.5
37.0 234.0 4.0
37.0 235.0 2.0
37.0 243.0 3.5
37.0 246.0 3.5
37.0 249.0 4.0
37.0 255.0 4.0
37.0 257.0 3.5
38.0 7.0 1.0
38.0 121.0 1.0
38.0 212.0 3.0
38.0 214.0 2.5
38.0 215.0 3.0
38.0 219.0 3.5
38.0 234.0 1.0
38.0 244.0 0.5
38.0 256.0 0.5
39.0 5.0 4.0
39.0 9.0 4.0
39.0 241.0 3.0
41.0 216.0 3.0
42.0 11.0 4.0
42.0 212.0 4.0
43.0 3.0 1.5
44.0 10.0 3.5
45.0 13.0 1.5
45.0 215.0 3.0
46.0 4.0 3.0
46.0 17.0 3.5
46.0 250.0 3.5
47.0 13.0 4.0
48.0 12.0 3.5
49.0 257.0 4.0
50.0 4.0 4.0
50.0 8.0 3.5
50.0 9.0 4.0
50.0 207.0 3.5
50.0 252.0 3.0
50.0 253.0 4.0
50.0 254.0 3.0
51.0 318.0 2.0
51.0 325.0 2.5
51.0 326.0 0.5
51.0 329.0 4.0
53.0 6.0 3.5
53.0 7.0 4.0
53.0 8.0 3.0
53.0 13.0 4.0
53.0 84.0 4.0
53.0 121.0 3.5
53.0 214.0 3.0
53.0 233.0 3.0
53.0 245.0 2.0
55.0 2.0 3.0
55.0 4.0 3.0
55.0 7.0 2.5
55.0 214.0 4.0
55.0 216.0 4.0
55.0 245.0 3.5
56.0 3.0 4.0
56.0 13.0 1.5
56.0 213.0 0.5
56.0 234.0 0.5
56.0 245.0 4.0
56.0 278.0 4.0
60.0 13.0 4.0
61.0 8.0 3.0
61.0 17.0 3.0
61.0 216.0 3.5
62.0 7.0 3.0
63.0 2.0 4.0
63.0 299.0 4.0
63.0 343.0 4.0
63.0 347.0 4.0
64.0 1.0 3.0
64.0 3.0 3.0
64.0 12.0 3.0
64.0 13.0 3.5
64.0 207.0 3.0
64.0 235.0 2.5
64.0 239.0 4.0
64.0 243.0 2.5
64.0 245.0 3.0
64.0 257.0 2.0
65.0 3.0 2.0
65.0 9.0 2.5
65.0 239.0 2.5
66.0 7.0 1.5
66.0 210.0 4.0
67.0 4.0 3.5
67.0 6.0 3.5
67.0 17.0 3.0
67.0 220.0 3.0
67.0 257.0 2.5
68.0 8.0 4.0
68.0 12.0 4.0
68.0 13.0 4.0
68.0 84.0 4.0
68.0 217.0 4.0
68.0 220.0 4.0
68.0 239.0 4.0
68.0 244.0 4.0
68.0 252.0 4.0
68.0 256.0 4.0
69.0 121.0 2.5
69.0 211.0 3.5
69.0 216.0 3.0
70.0 5.0 4.0
70.0 8.0 4.0
70.0 9.0 4.0
70.0 253.0 3.5
71.0 3.0 4.0
71.0 4.0 4.0
72.0 1.0 2.5
72.0 2.0 3.0
72.0 6.0 4.0
72.0 13.0 4.0
72.0 205.0 3.0
72.0 211.0 4.0
72.0 212.0 4.0
72.0 213.0 4.0
72.0 247.0 4.0
73.0 4.0 3.5
73.0 7.0 4.0
73.0 207.0 3.5
73.0 210.0 3.0
73.0 216.0 4.0
73.0 233.0 3.0
73.0 239.0 3.0
73.0 245.0 3.0
73.0 250.0 3.0
75.0 257.0 3.0
78.0 358.0 3.0
78.0 364.0 0.5
78.0 365.0 3.0
78.0 372.0 2.5
78.0 376.0 2.5
78.0 377.0 4.0
78.0 383.0 2.0
79.0 3.0 2.5
79.0 172.0 1.0
79.0 361.0 1.5
79.0 386.0 2.0
79.0 400.0 3.0
79.0 401.0 2.5
79.0 402.0 2.5
79.0 404.0 0.5
79.0 406.0 3.0
79.0 410.0 1.5
79.0 413.0 1.0
79.0 418.0 0.5
79.0 420.0 1.0
79.0 421.0 4.0
79.0 437.0 1.0
79.0 439.0 1.5
79.0 442.0 3.5
79.0 444.0 2.5
79.0 447.0 3.0
79.0 457.0 1.0
79.0 459.0 0.5
79.0 462.0 3.0
79.0 465.0 4.0
79.0 466.0 3.5
79.0 472.0 3.0
79.0 480.0 2.5
79.0 482.0 2.5
79.0 485.0 1.5
79.0 490.0 3.5
79.0 498.0 1.5
79.0 500.0 4.0
79.0 511.0 2.0
79.0 517.0 1.5
80.0 250.0 3.0
80.0 432.0 4.0
81.0 4.0 3.5
81.0 11.0 1.5
81.0 295.0 4.0
81.0 407.0 4.0
81.0 435.0 1.5
81.0 526.0 4.0
81.0 532.0 2.5
