20.0 207.0 2.0
21.0 5.0 4.0
21.0 8.0 4.0
21.0 207.0 4.0
21.0 212.0 3.5
21.0 246.0 4.0
21.0 250.0 4.0
21.0 251.0 4.0
21.0 252.0 3.0
21.0 253.0 3.5
21.0 256.0 3.0
22.0 4.0 4.0
22.0 11.0 4.0
22.0 235.0 3.5
23.0 5.0 3.0
23.0 207.0 3.0
25.0 2.0 4.0
25.0 5.0 3.5
25.0 7.0 3.5
25.0 206.0 2.5
25.0 213.0 2.5
25.0 217.0 2.0
25.0 239.0 2.0
25.0 244.0 3.5
25.0 247.0 2.5
25.0 248.0 4.0
25.0 250.0 4.0
26.0 1.0 3.5
27.0 212.0 3.0
27.0 213.0 4.0
27.0 239.0 1.5
27.0 263.0 2.0
28.0 1.0 2.0
28.0 3.0 2.0
28.0 4.0 3.0
28.0 7.0 2.5
28.0 11.0 2.0
28.0 13.0 3.0
28.0 216.0 2.0
28.0 241.0 3.0
28.0 249.0 3.0
28.0 250.0 3.0
29.0 242.0 3.5
29.0 266.0 0.5
29.0 278.0 3.5
29.0 286.0 4.0
29.0 288.0 3.0
29.0 290.0 3.5
29.0 292.0 3.5
29.0 304.0 0.5
30.0 8.0 4.0
30.0 84.0 4.0
30.0 211.0 1.5
30.0 217.0 1.5
30.0 239.0 4.0
30.0 241.0 2.0
30.0 250.0 4.0
30.0 251.0 2.5
31.0 11.0 4.0
31.0 213.0 2.0
32.0 1.0 3.0
32.0 2.0 3.5
32.0 8.0 3.0
33.0 206.0 1.0
34.0 11.0 3.0
34.0 205.0 2.0
34.0 207.0 4.0
35.0 309.0 4.0
35.0 311.0 4.0
36.0 11.0 4.0
36.0 17.0 4.0
36.0 205.0 4.0
36.0 207.0 4.0
36.0 213.0 4.0
36.0 236.0 4.0
37.0 4.0 4.0
37.0 5.0 4.0
37.0 10.0 4.0
37.0 11.0 3.5
37.0 17.0 4.0
37.0 121.0 3.5
37.0 206.0 4.0
37.0 207.0 3.0
37.0 241.0 3.0
37.0 245.0 3.5
37.0 256.0 3.5
38.0 4.0 1.0
38.0 6.0 1.0
38.0 13.0 2.0
38.0 17.0 3.5
38.0 207.0 0.5
38.0 213.0 0.5
38.0 216.0 1.0
38.0 239.0 0.5
38.0 243.0 0.5
38.0 250.0 1.0
38.0 252.0 2.0
39.0 7.0 4.0
39.0 12.0 2.5
39.0 235.0 3.0
40.0 235.0 1.5
41.0 10.0 2.0
43.0 11.0 3.0
43.0 13.0 3.5
44.0 11.0 4.0
45.0 11.0 1.0
45.0 256.0 3.5
46.0 12.0 3.5
46.0 13.0 3.0
